NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	Tregs	CD4+ Tcm	CD4+ Tem	CD8+ Tcm	CD8+ Tem	NK cells	naive B-cells	Memory B-cells	Class-switched memory B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	DC	Eosinophils	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
BEX4	1.95	14.61	192.115	36	13.03	18.09	11.79	12.61	14.13	20.15	17.485	9.35	4.58	234.36	177.665	102.76	232.1	28.34	41.24	54.55	79.08	23.51	16.56	34.155	10.025	36.99	3.43	9.535	9.73	3.175	6.375	10.54	6.23	1.4	16.55	7.645	6.66	5.73	189.935	3.125	2.715	35.89	13.715
BEX5	1	1	4.92	4.52	2.27	4.17	4.18	1.61	1.26	1.86	1	1	1	29.825	21.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.665	1	1	1	71.975	1	1	1	1
BFSP2	1	1	5.065	1	4.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BGN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.56	1	1	1	45.73	49.72	10.035	1	1	4.28	1	3.69	10.035	4.79	1	4.525	2.22	146.95	26.235
BHLHA15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.035	1	1	1	1	1	1	1.54	1	1	1	1	2.92	1	1	1
BHLHE40	17.28	62.065	6.54	2.56	1.61	22.09	35.33	17	27.67	43.59	3.825	4.59	3.56	5.265	11.29	4.25	16.5	29.27	4.04	2.95	18.22	11.37	41.22	11.675	6.985	46.75	282.88	1	26	9.82	7.47	35.08	22.45	5.18	52.47	6.45	14.585	5.55	1	33.91	11.14	27.225	55.915
BHLHE41	1	1	1	1	1	1	1	1	1	1	1	3.83	3.22	1	1	1	1	30.645	1	1	1	1	27.76	40.835	1	1	1	43.575	1.125	1	1.31	1	17.825	1.91	1.195	1	1.545	2.6	7.56	1	1.125	18.935	1.365
BHMT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.08	2.46	1.59	1	1	1.28	1	1	1.115	8.45	1	2.49	1.62	5.685	1.545
BICC1	1	1	2.575	1	1	1	1	1	1	1	1	1	1	2.965	2.21	4	5.13	1	1	1	1	1	1	1	1	1	1	1	70.21	35.055	29.265	6.65	2	6.36	5.81	1	20.29	6.61	1	13.045	14.52	14.92	65.19
BIK	1.17	1	1	1	1.16	1.02	1.38	1.08	1	1	1	1	1	1	1	1	1	1	1	1	1	1.32	1	1	1	1	5.45	20.04	1	1	1	8.125	1	1	5.5	1	1	1	1	1	1	1	3.48
BIN1	1	4.535	7.39	49.03	80.16	69.12	60.82	64.52	61.6	48.62	46.92	57.39	31.28	14.67	22.715	8.67	14.66	11.855	55.37	1	1	1.65	6.19	2.55	14.52	1.73	2.14	6.92	12.99	19.685	19.195	24.365	13.97	369.93	13.04	13.555	65.545	17.91	3.675	30.91	30.045	37.945	95.81
BIN2	194.47	96.845	80.745	121.9	121.63	93.14	93.37	94.76	120.7	193.19	32.12	18.2	17.49	82.695	82.76	55.18	81.48	35.845	122.99	25.76	331.94	75.97	31.76	55.27	1	16.73	97.92	27.045	1	1	1	1	1	1	1	1	1	2.75	1	1	1	1	1
BIRC3	1.91	36.68	4.47	92.27	119.33	95.75	69.28	27.58	27.61	4.83	200.81	99.42	90.6	20.51	8.065	12.15	13.5	28.34	30.67	1	2.48	5.25	53.93	1	1.3	1189.19	4.38	5.125	2.015	1	1	2.545	1	1	1.42	3.245	1.085	2.01	1	1.265	1	1.16	2.47
BIRC5	1	1	23.78	1	1.65	1	1	1	1	1	1	1	1	10.625	2.81	27.09	14.64	1.415	1.28	72.21	34.75	14.28	2.91	1	16.03	1	1	1.09	10.655	8.845	5.77	9.83	20.515	1	28.16	38.44	3.285	1	1	12.19	23.86	21.93	37.305
BLID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.945	1.45	5.27	1	1	1	1	1	4.87	1	1	4.825	11.415	1	1
BLK	1	1	1	1.48	1	1	1	1	2.12	1	87.005	118.38	115.6	1	1	1	1	1	3.39	1	1	1	1	1	1	1.06	1	6.92	1	1	1	1	1	1	1	1	1.49	1	1	1	1	1	1
BLM	1	1.83	5.45	3.17	2.88	1.48	1.91	2.36	2.67	5.25	5.15	3.99	5.1	7.945	9.17	11.16	13.36	3.24	2.81	32.28	21.3	12.81	2.1	1.135	2.51	2.77	4.59	10.115	1.08	1	1	1.915	4.75	3.36	3.665	3.715	1	1.51	6.05	3.22	2.9	3.31	3.13
BLNK	1	1	1	1	1	1	1	1	1	1	59.645	53.91	29.36	1	1	75.83	7.27	6.965	1	1	1	1	4.42	1	1	1.7	1	87.36	1	1	1	1	1	1	1	1	1	1.08	1	1	1	1	1
BLVRA	2.41	42.38	147.82	5.56	11.43	10.06	11.82	7.38	7.64	8.52	1	1	2.39	155.065	98.91	92	62.57	51.33	2.73	152.4	54.52	5.76	73.64	164.46	11.325	69.56	47.72	4.62	11.5	10.995	13.72	20.045	11.695	7.12	37.39	20.025	10.345	18.26	90.47	9.395	9.915	34.05	18.35
BLVRB	5.33	74.225	213.19	3.27	3.9	3	4.13	3.73	3.74	4.85	2.51	4.51	3.35	28.485	31.27	23.8	33.43	258.54	3.52	796.210000000001	61.95	41.25	90.54	255.73	18.53	28.5	2.88	5.055	19.77	30.685	47.09	43.08	24.485	54.52	69.865	31.215	17.4	79.41	33.715	23.45	24.78	35.87	33.48
BMF	5.03	27.465	1	1	1.84	1	1	1	2.12	1	6.24	14.66	7.62	1	2.38	1	1.64	17.98	1.87	1	1	11.03	2.92	2.6	2.415	42.51	8.86	10.42	1.16	1	1.255	1.79	1.08	1.17	1	2.36	2.04	1.36	1	5.35	1	2.23	13.945
BMP1	1	1.66	1.46	1	1	1	1	1.31	2.22	1.69	1	1	1	1.04	1	1.07	2.04	3.58	1.27	1	1	4.67	5.51	2.24	11.875	1.73	2.92	1	15.23	20.095	16.025	26.475	7.23	2.93	27.495	18.225	20.63	9.47	1	25.665	10.86	114.8	98.66
BMP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.95	1	1	1	4.74	1.775	2.375	5.575	1	1	4.295	5.205	1.265	3.34	1	8.77	1	2.31	10.195
BMP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.48	1	1	22.41	1	1	1	20.405	4.925	3.295	1	1	1.84	1	19.39	3.685	3.74	1	7.64	1	19.27	13.62
BMP6	1.51	1	1	1	1	1	1	1	1	1	1	1	1	1	2.895	1	1	1	1	1	1.61	1	1	1	65.54	1	1	1.255	2.79	1.02	1.555	1	1	1	1	43.76	4.71	3.06	3.43	1.2	1.315	1.255	1
BMPER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.33	14.325	4.335	1	1	1.2	1	1	7.66	1.32	1.04	9.6	3.815	7.655	1.32
BMPR1A	1	1	1	2.5	1.91	3.2	2.19	2.63	3.65	2.11	1	1.55	1.45	1	1	1	1	1.58	1	1	1	1	2.96	2.915	1	1.43	1	1	19.335	7.675	10.235	7.005	6.375	2.36	4.9	1	8.3	5.18	2.91	10.21	8.005	75.56	5.275
BMPR1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1.215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.615	1.705	1	1	1	1	1	25.855	1	1.6	1	2.65
BMPR2	1	2.6	1.43	4.08	5.44	2.55	1.95	2.87	3.14	5	2.655	4.01	2.26	3.59	3.29	1.58	2.4	5.19	3.8	2.06	2.7	1.87	5.01	6.765	32.125	12.29	1.48	1	17.88	9.83	6.205	10.955	9.365	4.97	7.26	19.115	7.415	13.15	16.525	13.36	4.335	9.84	14.45
BMX	8.23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.04	1	1	1	1	1	1	1	1	1	1	19.765	1	1	1	1	1	1	1
BNC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.43	1	1	1	2.255	2.075	2.285	10.555	1	1	57.435	1	3.295	1	1	12.72	2.94	4.775	14.63
BNC2	1	1	1	1	1	1	1	1	1	14.34	1	1	1	1	1	1	1	1.655	1	1	1	4.4	1	1	6.23	1	1	1	25.195	8.735	9.725	1.815	23.315	9.14	1.76	4.39	5.095	5.26	1	10.705	15.41	6.3	7.685
BNIP1	1	5.11	40.8	6.59	7.65	6.98	7.1	5.98	6.52	8.03	12.65	4.24	3.75	43.64	26.165	44.12	21.9	5.79	19.14	21.14	13.18	4.44	8.18	5.675	6.78	2.95	1	2.99	5.575	5.99	7.59	8.18	4.785	3.45	12.41	7.14	7.66	2.59	24.84	5.365	6.295	13.21	7.82
BNIP3	1	1	8.135	10.36	4.57	5.54	4.26	4	4.33	2.55	1.665	1.6	1.11	1.575	1.59	1	3	3.465	6.81	13.55	17.45	3.85	5.01	7.98	23.32	2.32	1.27	3.59	49.84	96.68	57.04	49.55	15.145	108.36	58.795	33.995	99.435	33.71	68.6	25.57	23.9	42.975	21.58
BNIP3L	68.22	114.92	161.265	31.16	15.65	13.73	10.43	8.76	11.53	12.67	22.21	13.62	10	231.46	213.935	126.66	111.73	62.205	33.69	391.94	192.51	24.68	30.41	38.9	44.32	30.82	25.31	12.98	97.535	90.11	73.92	41.34	25.19	22.06	27.715	33.455	68.79	85.46	57.495	77.41	40.14	32.78	24.815
BOC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10.375	6.71	2.095	1.105	3.585	1.44	3.765	1	2.925	8.41	1.26	1.335	2.365	5.095	2.59
BOK	1	1	1	1	1	1	1	1	1	6.28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.405	1	1	1	8.745	14.665	4.77	23.71	2.065	1	21.925	45.105	16.71	23.32	1	12.145	3.995	34.745	54.675
BOLA3	1	2.34	27.66	11.17	13.21	13.49	12.48	10.41	12.01	9.68	4.17	6.63	6.6	21.185	10.255	26.58	26.04	23.045	10.82	102.31	14.22	5.46	53.13	31.305	10.45	7.64	1	3.02	8.975	15.835	8.625	19.68	18.045	15.98	113.955	25.475	18.885	9.01	194.03	6.935	14.995	24.39	30.72
BOLA3-AS1	1	1	22.975	1	1	1	1	1	1	1	1	1	1	3.415	1.74	1	5.49	1	1	6.89	4.84	1	1	1	1	1	1.48	1	1	1.11	1	1	1.315	1	1.81	1	1	1	3.66	1.06	1	1.315	1.5
BPI	5.19	5.58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.13	75.7	1	1	16.81	1.16	1	1	1	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.815	1
BPNT1	1	2.205	10.355	5.52	5.84	4.59	4.24	8	7.79	7.47	3.645	7.77	7.66	4.985	4.095	4.21	9.6	16.285	4.61	14.53	12.01	8.05	16.58	53.125	11.01	10.18	3.33	7.125	7.73	6.9	7.97	11.045	10.025	2.7	14.405	12.995	9.58	5.09	7.675	8.335	6.24	32.265	10.58
BRAT1	8.43	5.825	1.46	7.14	6.61	7.6	5.66	7.03	9.38	7.46	6.755	7.74	5.34	1	1	1	3.04	8.535	8.34	1	1	8.3	8.4	5.535	8.275	5.33	27.57	9.46	6.065	13.98	7.455	14.045	11.875	4.46	26.09	15.34	5.92	6.32	1	9.975	9.085	24.585	30.28
BRCA1	5.85	2.24	10.685	1	1.11	1	1	1.93	1.82	2.46	1.45	1.84	1.04	4.51	8.455	8.01	16.14	4.95	3.86	36.78	18.39	14.58	6.89	3.825	6.79	1.56	4.23	1	5.68	3.77	3.41	5.005	13.06	1.54	13.28	11.6	2.155	1.18	3.33	7.47	9.62	7.11	9.065
BRI3	151.83	144.55	7.97	17.09	14.52	13.89	9.44	9.25	9.54	10.66	18.645	11.39	9.57	8.195	7.7	5.64	10.09	244.805	24.57	7.17	8.01	84.73	185.09	209.35	22.91	79.7	78.99	10.3	36.535	25.485	32.86	15.4	21.915	16.52	15.065	24.92	29.52	20.31	24.525	21.875	21.495	9.8	27.75
BRIX1	1	5.585	65.06	21.85	11.16	15.35	13.5	12.37	15.84	11.48	10.775	11.2	12.1	47.85	39.83	67.6	63.93	10.2	9.39	112.11	53.39	14.31	15.31	10.965	11.555	7.92	1.54	3.995	28.39	12.48	9.905	15.545	16.2	3.51	24.545	12.45	11.785	6.12	26.43	15.885	12.515	15.445	8.19
BSPRY	1	1	7.62	1	1	1	1	1	1	1.46	1	1	1	12.14	14.57	3.11	3.05	1	1	1.74	1.59	5.94	1	1	1	1	1	1	1	1	1	2.1	1	1	1	1	1	1	37.195	1	1	1	1
BST1	96.05	72.325	6.085	1	1	1	1	1	1	1	1	1	1	4.04	5.28	3.49	5.59	34.81	16.87	1	1.19	67.7	9.64	5.26	7.78	1.09	5.81	1	8.945	10.19	4.79	2.445	4.465	1	1	18.1	6.735	6.43	1	11.3	1.77	34.74	8.38
BST2	6.24	56.845	195.745	18.91	29.96	28.95	28.91	33.97	34.35	52.39	18.125	27.36	15.06	150.045	139.045	46.08	130.38	85.725	9.7	15.62	1.48	22.81	141.56	83.465	10.63	88.97	18.44	44.875	1	1.295	1.42	6.845	20.575	5.85	1	91.59	6.325	30.78	1	6.495	1	1	26.915
BTBD11	1	3.16	3.345	9.23	2.8	6.56	4.46	2.45	3.25	2	1	1	1	4.945	7.975	3.83	3.06	1	18.12	1	1.6	4.8	1	1	1	1	4.23	1	7.265	1	1.21	4.915	1	1	5.415	1.06	1	1	1	5.035	1	1.32	10.82
BTF3	25.06	299.92	1830.92	495.14	252.58	235.71	199.3	187.3	177.13	137	219.49	196.61	178.33	2180.66	1753.325	2404.51	2140.29	201.545	411.04	1088.15	681.71	334.65	182.05	196.82	147.845	217.88	38.14	98.44	124.85	171.445	67.79	138.595	67.42	118.45	377.855	185.705	114.79	118.23	233.16	102.865	77.87	162.45	216.72
BTG1	117.74	84.88	19.35	243.68	121.05	126.19	90.84	79.22	93.67	89.28	244.305	103.39	70.37	30.815	20.62	27.31	27.55	48.63	294.38	2.59	3.94	86.24	11.94	10.66	10.44	100.91	160.56	30.215	11.115	7.09	5.42	8.525	5.66	5.19	8.8	8.76	5.94	27.8	1.78	5.49	5.075	4.2	5.885
BTG2	251.7	171.975	42.58	106.33	92.31	101.38	75.22	40.55	48.54	56.53	144.74	154.31	84.39	67.55	111.455	38.24	19.86	31.33	108.23	16.88	5.86	6.8	52.95	14.315	16.96	22.97	72.76	286.08	10.095	6.3	4.695	12.26	1.29	11.79	16.62	11.325	9.6	21.95	1	2.835	2.61	19.71	5.125
BTK	19.24	50.06	45.875	1	1	1	1	1	1	1	82.125	62.54	44.08	23.7	35.445	11.22	62.29	46.25	2.5	52.16	558.08	68.8	29.77	31.965	1	19.61	91.23	44.145	1	1	1	1	1	1	1	1	1	4.45	1	1	1	1	1
BTLA	1	1	1	8.56	2.7	7.33	8.11	6.71	5.3	1	48.93	19.57	13.24	1	1	1	1	1	3.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BTN1A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BTN2A2	6.17	7.91	3.03	4.56	3.47	2.45	1.52	3.24	5.8	5.5	22.66	13.38	10.5	9.52	8.9	6.44	4.26	18.16	3.67	1.95	3.51	1.52	5.08	21.925	4.82	13.22	3.61	19.71	3.095	2.685	3.765	3.77	13.05	1	4.365	4.245	2.415	2.06	10.205	4.67	2.14	6.135	4.105
BTN3A1	46.5	23.015	11.635	99.04	39.03	37.21	33.54	50.08	85.31	72.76	28.205	37.21	27.89	13.89	6.135	1	13.55	16.91	56.07	1.32	3.14	11.32	8.63	13.255	4.625	21.72	49.75	46.735	9.46	6.36	12.605	4.36	11.17	1	4.38	8.365	7.68	4.18	2.38	10.055	4.195	26.655	6.03
BTN3A2	13.51	12.475	26.925	56.26	58.91	49.17	43.44	65.44	82.84	101.74	22.795	36.73	25.39	26.02	16.155	13.24	29.77	17.68	40.12	6.32	10.42	23.94	19.53	24.735	6.98	25.37	51.71	52.445	6.995	6.6	10.495	5.14	16.68	1.55	5.085	7.655	8.44	5.4	9.795	10.15	6.66	7.18	6.2
BTN3A3	6.84	8.865	10.435	51.09	33.62	30.88	27.55	40.46	52.05	45.74	15.465	17.72	13.66	5.245	10.9	1	9.5	9.19	35.67	1	2.34	4.55	8.4	6.64	5.005	7.69	11.67	23.105	6.075	7.32	8.3	1.81	9.29	1	2.29	7.73	6.88	4.46	1.3	7.185	7.66	42.78	2.21
BTNL8	32.53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BTNL9	1	1	1	1	1	1	1	1	1	1	2.675	3.94	9.95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.68	1	1	1	1	1	4.68	1	1	1	30.9	1	1	1	1	1
BUB1	1.21	1.295	4.065	1.31	3.15	1.1	1	1	1	1	1.48	1	1	5.765	1.88	1	9.23	2.13	2.82	101.82	78.07	21.59	3.49	1.04	12.61	1.68	1	6.97	7.685	4.43	5.525	5.51	18.15	1	18.285	18.56	1.85	1	1	12.145	17.055	8.1	24.315
BUB1B	1	1	1	1	1.08	1	1	1	1	1	1	1	1.19	1.035	1.195	1.65	9.77	2.02	3.05	36.05	19.64	15.69	2.01	1	9.36	1.56	1	3.715	4.63	2.99	1.705	5.355	7.23	1	11.9	13.95	1.06	1	1	8.315	9.54	12.07	21.39
BVES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.01	1	1	1	1	1	1	1	1	1	1	1	1	1	11.92	2.275	1.63	1.315	12.02	13.43	2.95	1	4.91	1	1	1.99	1.435	6.19	2.17
BZW2	1	10.63	209.93	20.88	8.28	10.09	9.08	8.51	7.26	6.71	10.685	8.07	6.49	261.32	226.61	267.37	190.61	12.195	34.2	53.57	44.09	22.87	28.46	11.725	47.155	23.43	1.45	3.04	15.295	24.965	17.32	43.18	25.055	31.8	71.325	50.05	22.7	16.14	19.73	27.33	34.57	63.05	44.835
C10orf10	1	1	1	1	1	1	1	1	1	1	1	1	1	5.98	4.35	1	1	1.34	1	1	1	1	4.86	1	107.605	33.45	1	2.495	38.43	10.735	13.66	5.03	1	22.25	6.1	32.91	22.34	93.99	8.015	2.765	7.795	18.63	4.635
C10orf11	1	14.155	10.875	1	1	1	1	1	1	1	1	1	1	4.26	1	1.88	7.28	19.365	1.32	1	1.33	31.91	6.95	11.41	7.45	2.66	10.16	1	5.035	1	1	1.2	8.8	1	1	4.255	1	4.6	2.21	1	2.08	1	2.31
C10orf128	6.27	4.775	1	1	8.35	8.23	14.85	1.68	5.91	16.65	1.435	28.64	27.15	1.68	1	1	1	12.665	1	2.82	3.75	1	3.78	13.47	3.04	19.23	201.38	1	1	1	1	1	1	1.93	1	1.81	1	6.16	1	1	1	1	1
C10orf54	444.46	235.285	63.28	27.04	37.01	33.57	29.62	31.68	36.84	35.15	12.16	6.41	4.71	97.64	84.08	24.43	64.7	56.395	33.73	2.19	15.07	57.85	24.37	8	4.54	49.42	784.18	39.115	40.105	12.99	6.365	2.61	1	4.43	8.385	11.65	42.01	21.74	1	5.775	5.57	15.205	5.145
C10orf90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.15	1	1	1	27.385	1	1	1	1	1	1	1	1.54	1	1
C11orf1	1	2.605	51.475	20.65	6.12	6.26	6.09	6.93	8.66	3.27	3.41	3.81	5.15	76.375	37.57	53.51	37.29	11.74	13.2	14.45	18.62	7.57	9.46	27.865	2.17	7.22	1	7.295	2.86	5.645	3.79	7.485	5.985	2.38	13.555	4.2	3.665	5.24	136.925	3.27	3.38	5.25	15.98
C11orf21	12.51	10.5	6.785	24.84	9.67	7.74	5.93	13.16	28.81	33.13	9.105	3.7	2.3	2.715	5.175	2.55	2.84	4.775	25.9	3.75	5.73	15.66	2.84	13.075	1	1	152.61	3.16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C11orf24	1	3.115	3.16	2.32	2.3	1.94	1.64	2.16	1.87	4.35	9.63	12.42	6.57	2.04	1.52	4.65	5.98	8.315	1.83	9.63	11.17	5.2	7.1	5.145	4.055	3.15	4.8	26.515	14.92	23.75	12.075	11.68	23.87	2.44	40.595	5.9	17.015	4.9	1.57	19.15	9.6	53.815	38.855
C11orf45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.105	1	1	1	1.66	24.16	25.945	1	2.57	1	1	1.115	1	1	1	1.14	1	4.85	1	1	1	1	1	1	2.585	1
C11orf49	1	2.255	51.71	5.84	4.09	4.29	3.07	4.96	5.2	4.79	4.605	4.51	3.47	18.845	30.545	9.49	35.18	5.685	4.36	10.04	19	9.66	5.06	10.11	7.31	5.48	2.45	3.815	10.66	10.1	6.85	10.395	6.315	1.84	12.605	6.96	6.32	3.33	40.445	8.23	8.19	17.345	22.275
C11orf74	1	4.09	124.27	1.85	1	1	1	1.27	1	1	1	1	1	143.445	67.555	70.6	83.5	8.765	3.7	95.86	18.2	10.66	8.14	8.685	13.14	1.29	1	1	15.88	10.545	12.07	10.075	6.745	7.66	10.26	10.445	14.12	4.47	91.36	4.715	5.265	21.885	5.88
C11orf80	1	1	1.085	3.75	5.15	3.91	4.6	3.45	4.76	2.99	24.195	16.09	13.13	1.375	3.65	1	1	2.38	4.16	1	1	3.63	2.42	4.8	9.09	6.03	1.68	54.4	5.75	2.92	3.34	10.25	2.555	1	11.61	7.965	1.955	1.49	8.13	3.135	2.95	4.985	8.855
C11orf87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.965	1	1	1	1
C11orf96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.67	1	1	1	1.495	1.16	1.48	1	16.745	7.84	1	10.39	2.115	34.67	1	1.63	1	7.73	1
C12orf42	1	1	1	7.63	2.94	2.05	1	2.75	3.56	1	27.215	14.7	10.77	1.025	1	1	1	1	3.05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C12orf45	1	7.6	64.42	10.72	7.82	7.62	6.65	6.63	5.36	4.07	7.71	7.77	4.23	31.66	21.905	24.78	62.16	14.115	11.78	41.57	22.12	6.04	23.07	9.52	10.125	11.73	1	12.35	5.38	6.38	6.21	11.43	15.185	2.5	21.575	8.885	8.295	5.35	33.605	3.715	8.015	9.215	16.92
C12orf57	1.11	41.215	165.41	205.83	154.06	159.36	139.52	355.88	328.42	73.7	107.85	72.02	57.21	87.68	95.355	142.3	108.44	15.78	173.85	95.4899999999999	229.01	72.48	8.25	10.25	49.35	21.83	20.43	39.235	40.84	111.705	48.045	51.88	18.775	50.77	83.36	72.21	46.25	78.02	198.055	38.13	15.715	242.855	88.205
C12orf65	1.02	1.085	9.975	21.14	9.58	11.23	7.04	9.11	10.39	5.91	6.77	6.7	4.52	30.065	21.245	11.23	13.14	3.595	10.65	39.21	32.08	9.63	3.09	1.635	4.075	6.37	12.65	8.165	4.02	4	3.7	5.45	2.22	1.62	8.625	3.875	2.655	1.84	16.825	3.225	1.915	3.615	8.615
C12orf73	1	1	11.235	2.53	1	1.12	1	1	1.83	1.33	1.375	1	1.07	11.73	5.325	6.33	11.26	1.755	1.68	10.36	21.72	3.32	1.77	3.315	1.37	2.32	1.9	2.885	1.11	1.37	1.475	1.545	1	1.27	2.855	1	1.715	1.14	27.495	1.31	1.175	3.425	3.275
C12orf74	1	1	1	1	1	1	1	1	1	1	1	1.27	4.92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C12orf75	1	1	7.09	6.24	38.22	17.1	26.51	25.76	35.29	61.04	3.855	2.53	3.79	10.98	6.26	46.21	16.37	1	18.73	1	4.91	6.77	1	1	10.405	4.91	1	3.91	33.16	51.815	23.175	35.175	10.285	2.85	80.025	20.015	34.88	1.08	299.4	38	12.755	85.9	95.17
C12orf76	2.27	3.675	26.51	8.88	7.18	7.71	6.33	6.32	6	5.07	6.075	5.14	3.89	15.575	24.885	11.15	22.08	7.24	6.79	3.84	19.17	12.66	3.82	8.145	5.355	8.19	5.8	4.78	2.99	5.365	5.07	5.815	4.345	2.22	4.995	4.245	5.755	2.98	109.545	1.53	2.5	10.36	6.39
C14orf1	1	1	53.285	2.98	2.76	2.94	2.27	2.77	3.02	3.06	1.375	1.76	1.63	43.325	19.695	35.24	27.51	6.51	2.14	107.26	65.4	10.07	4.89	7.445	3.095	7.07	1.27	2.815	2.705	4.04	1.91	4.095	5.355	1	12.645	4.185	1.835	1.04	245.44	3.71	3.385	14.635	7.92
C14orf132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.595	1	1	1	9.805	8.465	5.315	1	1.535	1	1	1.055	5.295	1.08	17.975	4.145	5.325	10.97	1.965
C14orf166	11.16	73.865	316.945	90.1699999999999	59.41	56.3	45.7	38.88	44.79	34.74	32.325	33.33	32.36	434.245	330.445	519.59	344.08	85.245	93.48	293.03	229.18	86.08	82.59	92.215	59.27	76.03	11.13	44.355	28.895	35.58	39.375	37.44	16.255	16.89	44.48	50.485	49.745	23.02	246.125	23.315	20.325	46.565	35.135
C14orf180	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.66	1	1	1	1	1
C14orf37	1	1	1	1	1	1	1	1.03	1	1	1.83	1.81	1.15	1	1	1	1	1	1	1	1	1	1	1	1.115	1	1	1	2.97	1.51	2.29	1	1	1	1	1	1.645	1	133.57	1	1	4.315	6.775
C15orf39	60.48	31.415	4.625	2.54	2.29	2.12	2.36	2.88	2.68	7.5	2.675	2.23	2.73	10.065	10.47	3.52	8.51	2.89	2.28	1	2.27	11.84	1.56	1.145	4.32	6	240.78	15.49	2.175	3.155	1	4.74	3.595	1	5.685	4.71	1.065	2.54	1	4.6	2.205	1.035	9.85
C15orf48	1	13.265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.955	1	1	1	1	587.07	17.065	1	135.65	1	1	1.03	1	1	2.55	1	1	1	1	1	1	1.775	6.13	1	1	1.595
C15orf52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.535	1	1	4.145	1	1	4.03	1	1.69	1.21	6.26	1	9.03	1	3.565	5.35	13.92	6.64	9.395	4.31	3.28	4.365	6.445	1	1	16.135	1	22.665	5.27
C16orf45	1	1	2.94	1	1.17	1.28	1	1.7	1.71	1	1	1.98	1	15.575	11.555	1.08	3.1	1.47	1	1	1	1	1.17	1	7.285	1	1	1	23.46	17.02	19.37	4.54	1.325	37.48	2.855	7.445	20.055	10.39	28.025	8.985	14.02	27.365	11.01
